0,1,2,3,4,5,6,Cluster
3.6,318.0,104.0,17.6,21.9,53.1,1.3787,1
2.9,302.0,117.0,13.8,21.3,54.8,1.3742,1
2.0,214.0,94.0,9.4,21.2,55.2,1.3699,2
1.9,180.0,109.0,9.6,21.4,54.8,1.3813,2
1.5,180.0,109.0,8.5,20.8,57.2,1.3925,2
1.1,363.0,109.0,10.7,21.3,55.8,1.3974,1
0.8,178.0,72.0,6.1,21.4,52.1,1.3125,2
0.5,55.0,40.0,3.2,20.6,56.6,1.3583,2
0.4,180.0,109.0,2.0,20.0,59.1,1.3694,2
0.3,32.0,23.0,1.2,19.7,61.9,1.4017,2
0.3,35.0,24.0,1.3,19.6,59.1,1.3346,2
0.5,84.0,41.0,2.2,19.8,56.7,1.2941,2
2.4,456.0,99.0,14.6,20.2,55.6,1.3043,1
2.2,342.0,91.0,9.7,19.7,57.8,1.3112,1
1.4,239.0,81.0,6.7,20.2,53.1,1.2442,2
1.6,337.0,95.0,7.6,22.0,47.0,1.2259,1
1.6,351.0,113.0,8.6,23.5,41.6,1.1884,1
1.6,209.0,89.0,9.0,22.8,41.8,1.1417,2
2.1,257.0,88.0,10.7,23.4,40.4,1.15,2
1.1,169.0,81.0,6.3,23.2,42.8,1.2017,2
1.6,216.0,82.0,9.4,23.6,43.2,1.2433,2
2.4,303.0,115.0,12.5,23.9,40.8,1.1937,1
2.9,320.0,112.0,15.2,23.6,42.8,1.23,1
2.7,310.0,116.0,14.8,23.2,43.3,1.2161,1
3.1,341.0,129.0,15.9,22.8,42.5,1.1608,1
2.2,272.0,110.0,10.0,22.3,42.2,1.1209,1
1.5,229.0,105.0,6.9,22.1,43.0,1.1271,2
1.2,168.0,90.0,5.5,22.2,42.7,1.1237,2
1.3,173.0,94.0,6.3,22.1,42.8,1.1265,2
1.4,186.0,96.0,6.7,22.1,43.5,1.1443,2
0.9,112.0,70.0,3.7,21.5,45.6,1.1528,2
0.7,79.0,57.0,3.2,21.1,44.5,1.098,2
0.6,180.0,109.0,2.4,20.4,47.1,1.1178,2
1.8,62.0,45.0,2.7,20.6,45.9,1.0993,2
0.5,58.0,42.0,2.3,20.2,46.7,1.0899,2
0.8,122.0,71.0,3.6,20.1,47.8,1.1144,2
1.2,173.0,82.0,6.4,20.0,50.7,1.1724,2
1.1,176.0,81.0,5.0,20.7,49.7,1.197,2
1.6,233.0,89.0,7.9,24.3,39.5,1.1842,2
1.4,210.0,83.0,6.6,25.4,34.8,1.1119,2
1.2,178.0,82.0,5.2,26.6,30.7,1.0501,2
1.4,189.0,78.0,6.6,27.7,28.1,1.0272,2
1.6,210.0,79.0,7.6,27.6,28.7,1.0406,2
1.1,162.0,78.0,5.0,27.6,29.2,1.0594,2
1.1,137.0,73.0,5.3,28.1,28.6,1.0715,2
1.3,165.0,73.0,5.3,29.1,26.8,1.0648,2
1.5,204.0,100.0,6.5,28.4,28.3,1.0798,2
2.0,266.0,122.0,9.2,26.6,32.1,1.102,1
2.4,299.0,132.0,11.6,25.3,35.3,1.1262,1
2.0,234.0,116.0,9.2,24.7,37.1,1.1397,2
1.5,181.0,109.0,7.5,23.5,40.6,1.1588,2
1.7,210.0,109.0,9.0,22.8,43.4,1.1915,2
2.5,304.0,116.0,12.1,22.2,47.9,1.2626,1
2.2,255.0,104.0,10.5,21.3,50.5,1.2652,2
1.4,149.0,81.0,7.1,20.6,53.2,1.2742,2
1.2,112.0,64.0,6.2,19.6,56.6,1.2797,2
1.2,180.0,109.0,7.8,18.8,59.8,1.2847,2
0.9,90.0,54.0,3.8,18.8,59.5,1.2758,2
0.5,46.0,35.0,2.3,19.3,57.0,1.2603,2
0.6,76.0,44.0,2.9,18.2,60.8,1.2567,2
1.0,139.0,62.0,4.8,16.8,66.8,1.2721,2
1.3,179.0,68.0,7.7,18.6,60.0,1.2757,2
1.7,224.0,85.0,8.8,22.2,48.0,1.2678,2
2.2,272.0,110.0,10.6,26.5,35.7,1.2149,1
2.1,251.0,115.0,10.2,30.0,28.5,1.1883,2
2.2,250.0,129.0,11.0,32.2,24.7,1.1696,2
2.0,178.0,106.0,11.9,29.6,28.6,1.1628,2
2.0,137.0,87.0,10.8,29.8,28.5,1.1809,2
1.2,119.0,70.0,5.1,31.1,26.1,1.163,2
1.8,193.0,106.0,8.3,34.6,22.4,1.212,2
4.3,329.0,151.0,20.7,33.2,25.4,1.2722,1
3.8,413.0,179.0,16.8,30.0,31.4,1.3074,1
4.4,489.0,188.0,20.4,27.5,38.1,1.3756,1
3.8,470.0,187.0,15.3,26.2,42.5,1.423,1
1.9,228.0,121.0,8.8,24.7,46.4,1.4206,2
1.7,169.0,99.0,8.5,23.6,50.0,1.4383,2
1.8,189.0,100.0,8.7,22.7,53.6,1.4632,2
1.1,100.0,79.0,5.7,22.7,53.8,1.4666,2
0.8,71.0,57.0,4.0,22.8,53.0,1.4577,2
0.7,52.0,43.0,3.0,21.4,57.6,1.4469,2
0.6,180.0,109.0,2.2,19.9,62.3,1.4363,2
0.5,57.0,50.0,2.2,19.5,63.5,1.4269,2
0.5,69.0,47.0,2.7,20.2,60.8,1.4243,2
0.9,126.0,60.0,4.7,19.4,63.5,1.4139,2
3.5,376.0,91.0,21.7,18.7,65.6,1.4039,1
1.8,180.0,109.0,32.2,20.1,60.6,1.4062,2
5.7,737.0,159.0,27.5,23.5,49.7,1.4156,0
3.5,481.0,173.0,18.1,26.4,41.9,1.4237,1
3.7,425.0,174.0,18.6,29.9,34.0,1.4096,1
3.1,330.0,165.0,17.6,31.5,30.8,1.4017,1
3.0,303.0,136.0,16.3,30.2,30.2,1.2744,1
2.6,283.0,125.0,11.8,30.5,29.3,1.2612,1
2.4,264.0,122.0,11.9,31.8,27.4,1.2673,1
2.6,280.0,124.0,15.5,34.3,23.2,1.2326,1
5.0,505.0,184.0,28.8,34.1,23.0,1.2081,1
5.6,566.0,200.0,31.1,30.5,29.2,1.2585,0
6.5,681.0,225.0,34.9,28.1,32.4,1.2173,0
4.1,448.0,168.0,19.5,26.5,31.7,1.0787,1
2.1,231.0,118.0,11.7,24.8,33.7,1.0377,2
2.0,230.0,115.0,9.9,23.9,38.1,1.1123,2
1.4,146.0,94.0,7.7,23.0,43.0,1.1897,2
0.8,77.0,62.0,4.4,23.5,44.7,1.2755,2
0.8,82.0,68.0,4.1,22.3,47.7,1.2643,2
0.6,55.0,50.0,3.1,22.1,49.8,1.3094,2
0.5,180.0,109.0,2.4,21.8,51.4,1.3272,2
0.4,42.0,36.0,2.1,20.8,55.9,1.3581,2
0.6,102.0,53.0,3.3,18.8,63.0,1.3582,2
1.4,231.0,79.0,8.1,18.3,65.5,1.3686,2
5.6,699.0,133.0,31.4,18.2,66.1,1.3679,0
7.3,738.0,148.0,41.2,19.6,60.7,1.3713,0
5.3,665.0,161.0,27.3,22.6,51.4,1.392,0
4.4,598.0,191.0,24.2,25.8,44.2,1.4512,0
3.1,340.0,158.0,17.0,28.5,39.0,1.4928,1
3.3,374.0,157.0,17.7,30.1,35.1,1.4782,1
3.8,401.0,188.0,19.3,29.4,36.4,1.4718,1
2.3,275.0,143.0,12.7,29.2,37.9,1.5116,1
2.6,278.0,152.0,14.6,30.5,34.9,1.5015,1
3.2,342.0,168.0,17.8,31.5,31.4,1.431,1
5.0,479.0,205.0,26.6,31.2,31.4,1.3987,1
5.6,553.0,204.0,30.3,28.5,37.2,1.4282,1
5.4,531.0,210.0,28.7,26.7,42.3,1.4618,1
4.4,428.0,173.0,20.0,24.8,49.0,1.5092,1
2.4,229.0,123.0,11.9,23.6,53.6,1.5374,2
1.5,145.0,92.0,8.1,23.0,55.8,1.548,2
1.3,112.0,77.0,7.7,22.1,58.4,1.5393,2
1.1,99.0,74.0,5.9,22.6,56.3,1.5233,2
1.0,98.0,74.0,5.1,21.0,61.3,1.5031,2
0.6,54.0,47.0,2.4,23.0,54.0,1.501,2
0.5,180.0,109.0,2.4,19.8,65.3,1.4894,2
0.6,59.0,44.0,3.8,18.3,70.8,1.4794,2
0.8,162.0,69.0,5.0,18.1,72.5,1.4876,2
1.5,268.0,79.0,9.7,18.3,71.0,1.4807,1
4.1,531.0,108.0,25.9,18.5,68.9,1.4565,1
5.5,517.0,119.0,34.3,20.1,62.7,1.461,1
5.5,701.0,165.0,29.0,23.5,52.0,1.4833,0
3.7,510.0,172.0,20.0,26.8,42.7,1.4864,1
3.3,415.0,180.0,18.3,29.1,36.7,1.4543,1
2.5,243.0,130.0,13.4,30.8,32.0,1.4014,2
2.6,267.0,120.0,14.0,27.9,37.0,1.372,1
2.2,233.0,117.0,12.1,28.5,37.3,1.4291,2
2.6,295.0,141.0,15.3,30.2,32.9,1.3865,1
2.9,309.0,151.0,16.1,32.9,27.7,1.3622,1
5.0,506.0,218.0,27.3,32.2,28.8,1.3624,1
5.1,479.0,213.0,26.2,28.8,39.0,1.5203,1
5.2,460.0,194.0,26.7,26.7,43.3,1.4881,1
3.8,363.0,167.0,18.3,24.6,54.0,1.6461,1
2.2,213.0,115.0,11.9,23.4,59.9,1.6992,2
2.1,183.0,98.0,11.5,22.5,62.6,1.6883,2
1.8,163.0,93.0,9.6,22.9,62.0,1.7127,2
1.6,152.0,87.0,8.0,22.2,64.9,1.719,2
1.4,104.0,71.0,6.9,21.4,68.5,1.7261,2
0.8,61.0,49.0,3.7,22.2,63.0,1.6673,2
0.5,180.0,109.0,2.4,22.4,59.9,1.6069,2
1.8,54.0,44.0,2.2,21.1,63.8,1.5817,2
0.5,84.0,58.0,2.5,22.9,57.5,1.5879,2
0.9,132.0,66.0,6.3,21.3,63.2,1.5794,2
3.2,422.0,112.0,21.6,21.3,63.5,1.5941,1
2.8,282.0,104.0,18.8,23.7,54.4,1.5765,1
2.7,293.0,103.0,18.1,25.0,50.8,1.5903,1
2.4,334.0,118.0,14.8,26.3,48.1,1.6199,1
2.7,324.0,129.0,15.9,26.4,47.3,1.6006,1
2.8,294.0,127.0,16.1,29.3,39.5,1.5855,1
2.9,273.0,130.0,17.2,29.0,39.6,1.5581,1
2.6,275.0,130.0,15.8,29.8,38.0,1.5642,1
2.6,282.0,118.0,15.1,30.4,37.2,1.588,1
3.2,323.0,146.0,18.9,31.5,34.9,1.5903,1
4.6,442.0,190.0,25.2,31.6,34.8,1.5925,1
4.9,431.0,189.0,26.1,29.0,40.5,1.5949,1
4.7,402.0,173.0,25.6,27.2,45.9,1.6302,1
3.3,313.0,148.0,16.9,26.2,48.7,1.6256,1
2.3,228.0,116.0,12.6,25.1,50.5,1.584,2
2.1,218.0,109.0,10.3,24.1,50.7,1.4959,2
1.7,179.0,94.0,8.9,22.5,53.7,1.4486,2
1.0,97.0,64.0,6.5,22.7,53.7,1.458,2
0.9,83.0,59.0,5.3,21.5,57.9,1.4658,2
0.7,80.0,64.0,4.6,22.3,55.8,1.4828,2
0.4,180.0,109.0,2.0,22.7,53.8,1.4673,2
0.4,66.0,52.0,2.5,21.1,59.9,1.4789,2
0.5,109.0,55.0,2.8,20.4,63.0,1.4946,2
1.3,232.0,83.0,8.4,20.8,62.2,1.5119,2
3.5,535.0,114.0,21.1,21.3,61.6,1.5452,1
5.5,684.0,137.0,34.0,21.9,60.2,1.56,0
5.6,803.0,160.0,29.4,23.0,56.4,1.5614,0
3.4,539.0,138.0,20.3,25.1,49.5,1.5572,1
3.2,364.0,134.0,18.4,26.6,44.3,1.5229,1
3.7,422.0,143.0,22.3,26.2,46.0,1.5422,1
4.6,483.0,153.0,26.9,25.4,48.7,1.5594,1
4.2,496.0,145.0,24.0,25.6,48.3,1.558,1
3.3,403.0,123.0,19.3,25.7,47.8,1.5548,1
2.7,282.0,96.0,14.5,24.9,49.2,1.5251,1
2.2,268.0,107.0,11.1,18.3,75.4,1.5682,1
2.8,306.0,119.0,10.4,16.3,73.9,1.3601,1
2.9,293.0,109.0,10.5,15.6,75.7,1.3345,1
2.0,240.0,107.0,5.8,15.4,76.6,1.3334,2
0.7,93.0,57.0,2.2,14.0,75.4,1.1988,2
0.6,99.0,60.0,2.0,14.9,60.5,1.0213,2
1.2,55.0,22.0,3.8,15.5,50.9,0.888,2
1.2,19.0,2.0,3.9,15.6,50.0,0.8773,2
1.1,26.0,7.0,3.7,15.4,53.6,0.9326,2
0.6,26.0,8.0,1.7,15.4,53.9,0.9334,2
0.3,180.0,109.0,1.0,15.3,52.4,0.9017,2
0.3,42.0,27.0,1.0,15.3,53.1,0.9181,2
0.3,32.0,14.0,0.9,15.4,53.7,0.9295,2
0.4,25.0,3.0,1.3,15.5,53.3,0.9308,2
0.6,28.0,9.0,2.1,15.4,52.7,0.9178,2
0.7,41.0,14.0,2.5,15.7,51.1,0.9056,2
1.0,130.0,52.0,4.6,16.9,47.7,0.9142,2
1.1,173.0,64.0,4.3,18.2,41.9,0.8674,2
1.5,168.0,66.0,6.5,19.1,37.0,0.8104,2
1.4,51.0,14.0,6.0,19.3,34.8,0.771,2
1.4,31.0,9.0,6.0,19.8,31.2,0.7127,2
1.0,41.0,12.0,4.5,19.8,31.1,0.7104,2
0.9,41.0,14.0,3.9,20.2,28.6,0.6717,2
1.1,54.0,21.0,4.6,22.1,24.8,0.6514,2
1.3,112.0,43.0,6.7,21.1,27.7,0.6853,2
1.8,178.0,62.0,8.9,20.1,30.3,0.7045,2
2.4,218.0,68.0,9.8,19.5,33.0,0.7384,2
2.7,241.0,81.0,10.8,19.3,32.3,0.7163,2
1.7,223.0,88.0,7.4,18.4,33.2,0.6975,2
2.2,279.0,99.0,10.3,17.8,36.5,0.7366,1
2.8,330.0,98.0,13.8,17.8,39.9,0.8035,1
2.4,330.0,97.0,10.9,17.0,43.0,0.8242,1
2.5,341.0,101.0,11.7,15.5,52.2,0.9136,1
1.4,205.0,90.0,7.8,15.6,51.9,0.9135,2
1.4,180.0,109.0,7.7,13.5,59.4,0.9176,2
1.8,130.0,61.0,5.5,13.4,59.9,0.9173,2
0.9,102.0,55.0,4.5,12.5,63.2,0.9146,2
0.6,79.0,46.0,3.3,13.6,57.6,0.8941,2
1.0,148.0,56.0,5.4,12.2,63.2,0.8964,2
1.6,261.0,83.0,8.2,14.6,56.4,0.9319,2
0.9,107.0,55.0,3.0,19.8,38.6,0.8831,2
0.9,103.0,47.0,3.0,21.6,33.4,0.8519,2
1.0,122.0,61.0,3.5,22.0,32.2,0.8407,2
1.0,127.0,58.0,3.6,22.7,30.2,0.8217,2
0.9,110.0,59.0,4.0,22.3,30.4,0.8063,2
0.9,98.0,54.0,4.2,22.1,30.5,0.7981,2
0.9,146.0,69.0,3.1,22.1,29.5,0.7761,2
0.9,119.0,54.0,3.5,23.4,27.1,0.7681,2
2.7,234.0,95.0,10.3,23.1,27.0,0.7538,2
2.2,261.0,99.0,7.8,21.5,31.4,0.7943,1
3.3,371.0,127.0,10.7,20.3,35.5,0.833,1
2.1,266.0,98.0,7.3,19.6,36.3,0.8193,1
1.8,268.0,112.0,7.7,18.7,39.7,0.8482,1
1.9,294.0,115.0,8.6,18.0,42.7,0.8745,1
2.3,303.0,114.0,10.0,17.1,47.6,0.9208,1
1.9,241.0,103.0,8.5,16.6,51.3,0.9634,2
1.3,142.0,81.0,5.8,15.9,55.2,0.9881,2
1.0,110.0,75.0,5.0,14.9,58.9,0.9891,2
0.6,180.0,109.0,2.9,14.1,61.0,0.9799,2
0.6,104.0,64.0,3.4,14.0,62.6,0.9948,2
0.9,179.0,71.0,5.6,14.1,61.7,0.9844,2
1.5,361.0,99.0,9.0,14.4,60.3,0.9802,1
5.5,799.0,132.0,26.9,15.0,57.7,0.9778,0
4.0,614.0,135.0,18.8,16.9,50.3,0.958,0
1.8,275.0,94.0,8.2,19.7,40.2,0.9108,1
1.9,325.0,103.0,9.1,22.2,33.6,0.8886,1
1.7,327.0,123.0,9.2,23.7,29.6,0.8537,1
1.6,252.0,95.0,8.3,21.9,30.7,0.7961,2
1.9,226.0,90.0,9.1,22.3,29.5,0.7838,2
1.6,230.0,99.0,9.2,23.8,27.0,0.7845,2
1.8,244.0,107.0,9.6,23.3,28.3,0.8012,2
2.0,251.0,112.0,11.8,24.2,27.2,0.8128,2
3.1,346.0,132.0,17.3,25.1,25.8,0.8065,1
3.9,407.0,148.0,17.8,22.3,29.2,0.7773,1
4.3,490.0,158.0,20.9,20.8,32.5,0.7873,1
3.5,434.0,145.0,14.9,19.1,36.8,0.8066,1
2.4,345.0,128.0,11.3,18.1,39.9,0.8232,1
1.5,192.0,105.0,8.4,17.4,42.8,0.8463,2
1.3,157.0,90.0,6.8,16.7,46.6,0.8793,2
1.0,148.0,85.0,4.9,17.1,46.8,0.9054,2
0.8,105.0,73.0,3.5,15.3,51.9,0.8982,2
0.5,141.0,74.0,2.8,15.0,52.8,0.8929,2
0.4,180.0,109.0,2.1,14.4,54.5,0.8887,2
0.5,107.0,61.0,2.2,12.8,59.8,0.8801,2
0.7,166.0,69.0,3.9,11.9,62.7,0.8726,2
1.2,241.0,82.0,7.3,12.1,62.6,0.8825,2
2.4,368.0,120.0,15.5,13.5,58.2,0.8944,1
4.3,498.0,135.0,27.1,14.4,55.7,0.9087,1
4.1,641.0,152.0,21.3,17.8,45.7,0.9224,0
3.7,667.0,177.0,19.9,21.0,37.2,0.9155,0
3.4,550.0,181.0,19.4,24.5,29.8,0.9008,1
3.8,483.0,176.0,21.8,26.4,26.4,0.8969,1
4.1,524.0,163.0,21.7,25.2,26.8,0.8451,1
3.4,481.0,174.0,18.9,26.1,24.8,0.8283,1
2.3,305.0,117.0,13.0,26.2,24.4,0.8174,1
3.2,396.0,145.0,18.8,28.9,21.3,0.8382,1
4.8,501.0,173.0,26.8,28.0,23.3,0.8681,1
6.7,702.0,204.0,36.9,24.7,27.9,0.8559,0
7.5,755.0,209.0,39.3,23.0,33.6,0.9302,0
4.5,524.0,175.0,23.1,20.9,45.8,1.1159,1
2.1,247.0,129.0,11.6,19.8,48.6,1.113,2
1.5,196.0,111.0,8.3,19.8,47.7,1.0885,2
1.1,135.0,85.0,5.7,18.6,49.1,1.0435,2
1.1,146.0,86.0,5.9,17.2,53.9,1.0498,2
0.9,106.0,71.0,4.1,16.3,56.8,1.047,2
0.5,70.0,60.0,2.2,17.4,53.4,1.0541,2
0.4,180.0,109.0,2.0,15.5,58.8,1.0309,2
1.8,62.0,48.0,2.2,14.6,62.1,1.0236,2
0.4,60.0,45.0,2.0,17.1,52.5,1.013,2
0.7,92.0,53.0,4.0,15.2,58.3,0.9986,2
2.0,277.0,94.0,13.4,14.9,59.2,0.9985,1
4.2,600.0,122.0,28.0,15.1,59.0,1.0086,0
5.2,693.0,170.0,28.6,19.0,47.8,1.0434,0
3.8,617.0,174.0,21.4,22.4,38.8,1.04,0
3.7,569.0,191.0,19.1,25.4,33.3,1.0679,0
3.4,409.0,179.0,19.6,27.2,30.4,1.081,1
3.1,335.0,148.0,15.8,25.5,34.8,1.1152,1
2.4,290.0,129.0,13.5,26.4,28.5,0.9658,1
2.8,312.0,148.0,15.9,27.7,25.1,0.9158,1
3.6,440.0,184.0,19.9,28.6,23.2,0.8917,1
4.0,450.0,188.0,21.6,27.2,26.3,0.9317,1
5.6,578.0,204.0,31.0,25.3,33.0,1.0473,0
6.3,615.0,201.0,34.1,23.2,36.9,1.0346,0
4.7,536.0,165.0,22.8,21.6,43.3,1.1019,1
1.9,238.0,133.0,12.3,21.1,44.8,1.1088,2
1.9,249.0,125.0,10.9,19.7,49.3,1.1148,2
1.2,150.0,101.0,7.1,20.3,47.8,1.1281,2
0.9,108.0,79.0,5.7,19.4,50.3,1.1201,2
1.8,180.0,109.0,5.3,18.3,53.1,1.1056,2
1.8,180.0,109.0,2.9,17.5,56.1,1.1103,2
1.8,180.0,109.0,1.9,19.2,50.3,1.1087,2
1.8,180.0,109.0,2.4,16.6,59.6,1.117,2
1.8,180.0,109.0,4.0,17.5,57.1,1.1311,2
1.8,180.0,109.0,8.1,17.6,57.6,1.1471,2
1.8,180.0,109.0,24.8,18.0,57.0,1.1665,2
1.8,180.0,109.0,36.3,18.5,55.9,1.1779,2
1.8,180.0,109.0,20.9,18.6,57.2,1.2146,2
1.8,180.0,109.0,22.2,20.2,53.0,1.2407,2
1.8,180.0,109.0,23.5,21.3,50.1,1.2539,2
1.7,180.0,109.0,10.8,24.6,42.8,1.3053,2
1.7,223.0,101.0,11.2,24.6,44.1,1.3477,2
2.2,267.0,113.0,15.1,25.6,43.4,1.4049,1
2.8,308.0,121.0,17.4,26.1,42.6,1.4172,1
3.9,422.0,146.0,23.4,25.8,44.8,1.4644,1
6.5,623.0,188.0,35.9,25.4,47.9,1.5346,0
6.3,572.0,182.0,34.0,24.6,50.0,1.5241,0
5.7,514.0,166.0,30.1,23.6,54.4,1.5687,1
4.4,414.0,142.0,20.0,22.6,59.5,1.6155,1
1.6,143.0,84.0,10.5,22.1,61.3,1.6133,2
1.5,147.0,87.0,9.0,22.1,61.3,1.6053,2
1.7,159.0,91.0,10.7,21.1,64.7,1.5956,2
1.9,206.0,91.0,10.4,20.3,66.4,1.5591,2
1.6,140.0,74.0,9.7,19.4,69.3,1.5418,2
1.3,132.0,69.0,6.9,19.0,70.8,1.5417,2
0.8,180.0,109.0,4.0,20.2,65.8,1.5442,2
0.6,81.0,54.0,3.0,19.8,67.2,1.5322,2
0.7,120.0,60.0,4.3,19.0,70.3,1.5308,2
1.6,279.0,69.0,9.8,18.8,71.8,1.5372,1
2.9,392.0,91.0,17.2,20.2,66.3,1.555,1
4.1,433.0,97.0,27.9,20.8,64.3,1.563,1
3.7,531.0,114.0,20.5,22.3,59.3,1.5705,1
3.6,619.0,129.0,21.2,23.2,56.6,1.5929,0
3.4,522.0,137.0,19.9,23.8,54.7,1.587,1
3.7,505.0,134.0,21.1,23.5,56.2,1.6048,1
4.1,465.0,132.0,22.3,23.9,54.4,1.5963,1
3.2,383.0,123.0,8.2,17.8,49.6,0.9954,1
2.4,278.0,105.0,12.9,25.4,47.4,1.517,1
3.4,372.0,136.0,18.4,26.4,45.4,1.54,1
5.6,540.0,169.0,26.5,25.8,46.9,1.5375,1
1.8,180.0,109.0,29.4,25.3,49.6,1.5805,2
1.8,180.0,109.0,33.7,24.2,54.3,1.6117,2
1.8,180.0,109.0,19.9,22.8,58.1,1.5951,2
1.8,180.0,109.0,13.5,21.5,63.2,1.5993,2
1.8,180.0,109.0,11.2,21.3,63.0,1.5798,2
1.8,180.0,109.0,9.1,20.8,64.1,1.554,2
1.8,180.0,109.0,10.9,20.6,64.0,1.5346,2
1.8,180.0,109.0,8.4,20.6,63.4,1.519,2
1.8,180.0,109.0,7.1,20.4,64.4,1.522,2
1.8,180.0,109.0,4.3,21.3,61.0,1.529,2
1.8,180.0,109.0,4.0,20.5,64.0,1.5247,2
1.8,180.0,109.0,5.8,20.3,65.3,1.5321,2
1.8,180.0,109.0,6.3,20.1,65.9,1.5321,2
1.8,180.0,109.0,12.3,20.2,65.6,1.5368,2
1.8,180.0,109.0,13.3,21.1,62.8,1.5481,2
1.8,180.0,109.0,12.5,22.5,57.5,1.5518,2
1.8,180.0,109.0,10.5,24.2,51.9,1.5426,2
1.8,180.0,109.0,12.1,25.2,48.9,1.5437,2
1.8,180.0,109.0,12.1,25.8,47.8,1.5662,2
1.8,180.0,109.0,11.2,25.7,49.2,1.5988,2
1.8,180.0,109.0,7.2,25.8,49.6,1.6213,2
1.8,180.0,109.0,8.7,25.7,48.8,1.5913,2
1.8,180.0,109.0,9.6,26.5,45.9,1.5626,2
1.8,180.0,109.0,11.6,25.4,48.9,1.565,2
1.8,180.0,109.0,12.7,24.4,52.5,1.583,2
1.8,180.0,109.0,20.7,23.9,54.6,1.5936,2
1.8,180.0,109.0,17.8,22.9,57.9,1.5958,2
1.8,180.0,109.0,11.2,22.1,61.1,1.6012,2
1.8,180.0,109.0,10.8,20.8,65.6,1.5898,2
1.8,180.0,109.0,9.4,21.7,60.8,1.563,2
1.8,180.0,109.0,8.5,21.1,62.8,1.5505,2
1.8,180.0,109.0,6.5,20.7,63.2,1.524,2
1.8,180.0,109.0,5.1,21.2,61.5,1.5241,2
1.8,180.0,109.0,4.5,20.3,64.6,1.518,2
1.8,180.0,109.0,3.9,20.2,64.4,1.5035,2
1.8,180.0,109.0,3.3,20.1,65.3,1.5153,2
1.8,180.0,109.0,3.2,19.9,66.0,1.5141,2
1.8,180.0,109.0,5.4,19.8,66.4,1.5145,2
1.8,180.0,109.0,5.6,20.4,64.1,1.5178,2
1.8,180.0,109.0,7.5,21.6,60.8,1.5496,2
1.8,180.0,109.0,10.7,23.5,54.5,1.5553,2
1.8,180.0,109.0,8.4,25.7,46.6,1.5105,2
1.8,180.0,109.0,11.3,26.6,43.7,1.5031,2
1.8,180.0,109.0,8.3,27.4,41.8,1.5056,2
1.8,180.0,109.0,6.0,27.4,42.8,1.5344,2
1.8,180.0,109.0,6.7,27.1,43.3,1.5255,2
1.8,180.0,109.0,6.2,26.9,44.4,1.551,2
1.8,180.0,109.0,7.7,26.9,44.4,1.5538,2
1.8,180.0,109.0,11.0,24.7,51.9,1.5868,2
1.8,180.0,109.0,20.8,23.7,55.6,1.6074,2
1.8,180.0,109.0,21.4,22.7,59.6,1.6261,2
1.8,180.0,109.0,10.4,21.9,61.4,1.5946,2
1.8,180.0,109.0,8.3,22.0,59.8,1.562,2
1.8,180.0,109.0,7.8,20.5,64.9,1.5473,2
1.8,180.0,109.0,5.5,19.8,66.9,1.5277,2
1.8,180.0,109.0,5.2,18.4,71.6,1.4997,2
1.8,180.0,109.0,3.2,18.9,68.6,1.4818,2
1.8,180.0,109.0,2.7,17.8,72.3,1.4546,2
1.8,180.0,109.0,3.0,17.1,73.9,1.4262,2
1.8,180.0,109.0,4.0,17.7,70.3,1.4088,2
1.8,180.0,109.0,5.6,17.1,71.8,1.3936,2
1.8,180.0,109.0,11.1,18.3,67.5,1.4044,2
1.8,180.0,109.0,20.1,18.5,67.0,1.4135,2
1.8,180.0,109.0,23.6,19.9,61.7,1.4193,2
1.8,180.0,109.0,21.0,22.9,52.6,1.4519,2
1.8,180.0,109.0,21.8,24.2,49.0,1.4586,2
1.8,180.0,109.0,22.1,25.8,44.7,1.459,2
1.8,180.0,109.0,18.2,26.0,44.5,1.4731,2
1.8,180.0,109.0,14.2,27.1,40.2,1.4217,2
1.8,180.0,109.0,14.9,27.4,39.8,1.4318,2
1.8,180.0,109.0,21.1,28.9,36.3,1.4291,2
1.8,180.0,109.0,30.3,28.4,37.5,1.4251,2
1.8,180.0,109.0,41.6,26.0,43.9,1.4562,2
1.8,180.0,109.0,44.7,24.3,49.6,1.486,2
1.8,180.0,109.0,21.3,23.3,53.0,1.4939,2
1.8,180.0,109.0,10.0,22.6,55.1,1.4899,2
1.8,180.0,109.0,8.9,21.2,59.3,1.4787,2
1.8,180.0,109.0,7.4,20.6,60.9,1.4642,2
1.8,180.0,109.0,6.4,20.0,63.1,1.4592,2
1.8,180.0,109.0,3.7,19.7,63.4,1.4383,2
1.8,180.0,109.0,2.5,20.8,58.8,1.4305,2
1.8,180.0,109.0,2.7,17.8,69.8,1.4058,2
1.8,180.0,109.0,2.5,18.8,65.3,1.4023,2
1.8,180.0,109.0,4.1,17.6,69.5,1.3889,2
1.8,180.0,109.0,7.8,17.4,69.7,1.3714,2
1.8,180.0,109.0,30.8,17.4,70.1,1.3783,2
1.8,180.0,109.0,26.4,18.5,65.5,1.3787,2
1.8,180.0,109.0,21.6,20.6,58.5,1.4054,2
1.8,180.0,109.0,22.8,23.9,48.7,1.4269,2
1.8,180.0,109.0,19.3,26.0,43.8,1.4499,2
1.8,180.0,109.0,30.4,28.6,37.3,1.4423,2
1.8,180.0,109.0,23.4,27.9,38.0,1.4029,2
1.8,180.0,109.0,17.1,28.4,37.6,1.4282,2
